Width;Height;Roi.X1;Roy.Y1;Roi.X2;Roi.Y2;ClassId;Path
100;100;0;0;100;100;0;Train/0/00000_00013_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00013_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00013_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00013_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00013_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00014_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00014_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00014_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00014_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00014_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00014_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00014_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00015_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00015_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00015_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00015_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00015_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00015_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00015_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00016_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00016_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00016_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00016_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00016_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00016_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00016_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00017_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00017_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00017_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00017_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00017_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00017_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00017_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00018_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00018_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00018_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00018_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00018_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00018_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00018_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00019_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00019_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00019_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00019_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00019_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00019_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00019_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00020_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00020_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00020_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00020_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00020_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00020_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00020_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00021_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00021_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00021_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00021_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00021_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00021_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00021_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00022_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00022_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00022_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00022_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00022_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00022_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00022_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00023_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00023_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00023_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00023_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00023_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00023_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00023_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00024_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00024_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00024_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00024_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00024_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00024_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00024_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00025_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00025_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00025_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00025_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00025_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00025_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00025_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00026_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00026_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00026_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00026_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00026_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00026_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00026_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00027_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00027_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00027_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00027_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00027_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00027_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00027_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00028_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00028_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00028_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00028_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00028_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00028_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00028_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00029_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00029_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00029_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00029_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00029_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00029_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00029_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00030_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00030_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00030_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00030_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00030_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00030_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00030_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00031_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00031_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00031_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00031_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00031_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00031_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00031_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00032_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00032_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00032_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00032_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00032_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00032_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00032_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00033_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00033_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00033_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00033_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00033_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00033_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00033_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00034_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00034_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00034_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00034_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00034_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00034_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00034_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00035_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00035_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00035_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00035_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00035_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00035_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00035_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00036_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00036_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00036_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00036_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00036_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00036_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00036_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00037_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00037_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00037_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00037_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00037_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00037_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00037_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00038_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00038_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00038_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00038_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00038_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00038_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00038_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00039_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00039_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00039_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00039_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00039_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00039_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00039_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00040_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00040_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00040_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00040_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00040_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00040_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00040_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00041_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00041_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00041_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00041_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00041_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00041_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00041_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00042_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00042_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00042_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00042_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00042_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00042_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00042_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00043_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00043_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00043_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00043_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00043_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00043_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00043_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00044_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00044_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00044_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00044_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00044_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00044_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00044_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00045_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00045_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00045_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00045_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00045_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00045_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00045_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00046_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00046_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00046_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00046_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00046_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00046_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00046_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00047_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00047_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00047_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00047_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00047_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00047_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00047_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00048_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00048_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00048_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00048_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00048_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00048_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00048_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00049_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00049_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00049_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00049_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00049_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00049_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00049_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00050_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00050_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00050_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00050_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00050_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00050_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00050_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00051_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00051_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00051_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00051_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00051_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00051_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00051_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00052_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00052_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00052_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00052_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00052_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00052_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00052_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00053_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00053_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00053_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00053_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00053_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00053_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00053_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00054_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00054_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00054_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00054_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00054_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00054_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00054_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00055_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00055_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00055_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00055_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00055_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00055_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00055_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00056_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00056_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00056_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00056_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00056_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00056_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00056_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00057_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00057_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00057_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00057_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00057_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00057_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00057_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00058_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00058_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00058_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00058_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00058_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00058_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00058_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00059_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00059_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00059_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00059_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00059_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00059_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00059_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00060_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00060_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00060_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00060_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00060_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00060_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00060_00006.jpg
50;50;0;0;50;50;0;Train/0/00000_00061_00000.jpg
75;75;0;0;75;75;0;Train/0/00000_00061_00001.jpg
100;100;0;0;100;100;0;Train/0/00000_00061_00002.jpg
125;125;0;0;125;125;0;Train/0/00000_00061_00003.jpg
150;150;0;0;150;150;0;Train/0/00000_00061_00004.jpg
175;175;0;0;175;175;0;Train/0/00000_00061_00005.jpg
200;200;0;0;200;200;0;Train/0/00000_00061_00006.jpg
